id,age_cat,c_charge_degree,race,sex,priors_count,two_year_recid
635,Less than 25,F,African-American,Male,0,0
636,25 - 45,F,African-American,Male,13,1
637,Greater than 45,F,Other,Male,0,0
638,25 - 45,F,African-American,Female,4,0
639,25 - 45,F,Caucasian,Male,0,0
640,Greater than 45,F,African-American,Female,0,0
641,Less than 25,F,African-American,Male,3,0
642,25 - 45,M,African-American,Female,1,0
643,Less than 25,F,Caucasian,Male,1,1
644,25 - 45,F,Caucasian,Male,3,0
645,Less than 25,F,African-American,Male,6,1
646,25 - 45,F,Other,Male,4,1
647,25 - 45,F,African-American,Male,1,0
648,Greater than 45,F,Caucasian,Male,1,0
649,25 - 45,F,African-American,Male,1,0
650,Less than 25,F,Hispanic,Male,3,1
651,Greater than 45,F,African-American,Male,3,0
652,25 - 45,F,African-American,Male,4,0
653,25 - 45,F,Caucasian,Female,1,1
654,25 - 45,F,African-American,Female,1,0
655,25 - 45,M,Hispanic,Male,0,0
656,25 - 45,F,African-American,Male,9,1
657,25 - 45,F,Caucasian,Male,0,1
658,25 - 45,M,Hispanic,Male,1,0
659,Greater than 45,M,Hispanic,Female,1,0
660,25 - 45,M,African-American,Male,3,1
661,25 - 45,F,African-American,Male,3,1
662,25 - 45,M,African-American,Male,5,1
663,Greater than 45,M,Hispanic,Male,0,1
664,25 - 45,M,Caucasian,Female,0,0
665,25 - 45,F,African-American,Male,0,1
666,25 - 45,M,Caucasian,Female,3,0
667,Greater than 45,M,Caucasian,Female,0,0
668,Less than 25,F,Caucasian,Male,0,0
669,25 - 45,F,Hispanic,Male,1,0
670,25 - 45,F,Hispanic,Male,1,0
671,25 - 45,M,African-American,Male,6,1
672,Less than 25,F,African-American,Male,1,1
673,Greater than 45,F,African-American,Male,2,1
674,25 - 45,M,African-American,Male,0,0
675,Greater than 45,F,Caucasian,Male,1,0
676,25 - 45,M,African-American,Male,4,1
677,Greater than 45,F,Caucasian,Female,1,1
678,Greater than 45,F,African-American,Male,3,1
679,25 - 45,F,African-American,Male,19,1
680,Greater than 45,M,African-American,Male,3,0
681,25 - 45,F,Caucasian,Male,2,0
682,Greater than 45,M,African-American,Male,0,0
683,25 - 45,M,African-American,Male,10,1
684,25 - 45,F,African-American,Male,1,0
685,Greater than 45,M,Hispanic,Female,0,0
686,Greater than 45,M,Hispanic,Male,0,0
687,Greater than 45,F,Hispanic,Male,1,0
688,25 - 45,M,Caucasian,Female,1,0
689,25 - 45,M,Hispanic,Female,0,1
690,25 - 45,F,African-American,Male,14,1
691,Less than 25,F,African-American,Male,2,0
692,Greater than 45,M,Hispanic,Male,0,0
693,25 - 45,F,Caucasian,Male,1,0
694,Less than 25,F,African-American,Male,1,0
695,25 - 45,M,African-American,Male,2,1
696,25 - 45,F,Caucasian,Female,0,0
697,Less than 25,F,Caucasian,Male,0,0
698,Greater than 45,F,African-American,Male,0,1
699,25 - 45,F,African-American,Male,7,1
700,25 - 45,F,Caucasian,Male,2,0
701,25 - 45,F,Caucasian,Male,5,0
702,Less than 25,M,Caucasian,Male,0,0
703,Less than 25,M,Caucasian,Female,0,1
704,Greater than 45,F,African-American,Male,0,0
705,Less than 25,M,Caucasian,Male,0,0
706,Less than 25,F,African-American,Male,2,1
707,25 - 45,M,Hispanic,Male,1,0
708,25 - 45,M,African-American,Male,5,1
709,25 - 45,F,African-American,Male,10,1
710,Greater than 45,M,African-American,Male,4,1
711,Less than 25,M,Caucasian,Male,2,1
712,25 - 45,M,African-American,Male,0,1
713,Less than 25,F,African-American,Female,0,0
714,Greater than 45,M,African-American,Male,6,1
715,25 - 45,F,African-American,Male,0,0
716,Less than 25,M,African-American,Female,6,0
717,25 - 45,M,African-American,Male,1,0
718,25 - 45,F,Caucasian,Male,8,1
719,Less than 25,M,African-American,Male,1,1
720,25 - 45,F,Hispanic,Male,0,0
721,25 - 45,F,African-American,Female,3,0
722,Less than 25,F,African-American,Male,2,1
723,25 - 45,F,Caucasian,Male,8,0
724,25 - 45,F,African-American,Male,6,1
725,25 - 45,M,Caucasian,Male,0,0
726,Less than 25,F,African-American,Male,0,1
727,Less than 25,M,African-American,Female,0,0
728,Greater than 45,F,Hispanic,Male,2,0
729,25 - 45,M,African-American,Male,0,0
730,25 - 45,F,African-American,Male,6,1
731,Greater than 45,M,African-American,Male,17,0
732,Greater than 45,F,Hispanic,Male,20,1
733,Less than 25,F,Caucasian,Male,2,0
734,Less than 25,M,African-American,Male,2,0
735,25 - 45,F,African-American,Male,5,0
736,Greater than 45,M,Hispanic,Male,0,0
737,Less than 25,F,Hispanic,Male,1,1
738,Greater than 45,M,Hispanic,Male,1,0
739,25 - 45,F,African-American,Male,1,0
740,25 - 45,F,African-American,Male,2,0
741,Less than 25,M,Hispanic,Male,1,1
742,25 - 45,F,Caucasian,Male,6,0
743,25 - 45,F,African-American,Male,2,0
744,25 - 45,F,African-American,Male,0,0
745,25 - 45,M,African-American,Male,17,1
746,25 - 45,F,African-American,Male,1,0
747,25 - 45,F,African-American,Male,6,1
748,Greater than 45,F,Caucasian,Male,1,0
749,Greater than 45,M,Hispanic,Male,0,0
750,Greater than 45,F,Hispanic,Male,0,1
751,Greater than 45,F,African-American,Female,0,0
752,Less than 25,M,Caucasian,Male,3,0
753,Greater than 45,F,Hispanic,Male,1,1
754,25 - 45,F,Hispanic,Male,0,0
755,Greater than 45,F,African-American,Female,5,0
756,25 - 45,F,African-American,Male,16,1
757,25 - 45,F,Other,Male,0,1
758,25 - 45,M,African-American,Female,5,1
759,Greater than 45,F,Caucasian,Male,0,0
760,25 - 45,F,African-American,Male,1,0
761,25 - 45,M,African-American,Male,3,1
762,25 - 45,M,African-American,Male,13,1
763,Greater than 45,M,African-American,Male,2,0
764,25 - 45,F,Caucasian,Male,1,0
765,Greater than 45,M,Caucasian,Male,5,0
766,25 - 45,F,Other,Male,1,0
767,Greater than 45,F,Caucasian,Male,2,0
768,25 - 45,M,African-American,Male,1,1
769,25 - 45,M,African-American,Male,0,1
770,Greater than 45,M,Caucasian,Female,0,0
771,Less than 25,M,African-American,Female,0,0
772,Greater than 45,F,African-American,Male,17,1
773,25 - 45,F,African-American,Male,1,1
774,25 - 45,F,African-American,Male,0,0
775,25 - 45,M,Caucasian,Female,0,0
776,25 - 45,M,Caucasian,Male,2,1
777,25 - 45,M,African-American,Male,2,0
778,25 - 45,M,African-American,Male,4,1
779,Less than 25,M,Hispanic,Male,0,0
780,25 - 45,F,African-American,Female,0,0
781,25 - 45,F,African-American,Female,4,1
782,Greater than 45,M,Caucasian,Female,30,1
783,Greater than 45,F,African-American,Male,4,0
784,25 - 45,F,African-American,Male,2,0
785,25 - 45,F,Caucasian,Female,0,0
786,25 - 45,F,Other,Male,0,0
787,Greater than 45,F,Caucasian,Male,0,0
788,Greater than 45,F,African-American,Male,2,0
789,Greater than 45,F,African-American,Male,19,0
790,Less than 25,F,African-American,Male,5,1
791,Less than 25,F,African-American,Male,0,1
792,25 - 45,F,African-American,Male,0,1
793,25 - 45,F,African-American,Male,2,0
794,Greater than 45,F,Caucasian,Female,4,0
795,Greater than 45,F,Caucasian,Male,1,1
796,25 - 45,F,Caucasian,Male,3,0
797,25 - 45,F,African-American,Male,1,0
798,Greater than 45,F,African-American,Male,10,1
799,25 - 45,F,Hispanic,Male,0,0
800,Greater than 45,M,Caucasian,Male,2,0
801,25 - 45,M,Caucasian,Male,1,0
802,25 - 45,F,Caucasian,Male,0,0
803,Greater than 45,M,Hispanic,Male,0,0
804,Greater than 45,F,Caucasian,Male,0,0
805,Greater than 45,F,African-American,Male,1,1
806,Greater than 45,F,Caucasian,Male,2,0
807,25 - 45,M,Caucasian,Male,6,0
808,Less than 25,M,African-American,Male,1,1
809,25 - 45,M,Hispanic,Male,0,0
810,25 - 45,F,African-American,Male,0,0
811,Greater than 45,M,Hispanic,Female,0,0
812,25 - 45,F,African-American,Male,9,1
813,25 - 45,M,Caucasian,Male,2,0
814,25 - 45,M,African-American,Male,18,0
815,25 - 45,F,Caucasian,Female,5,1
816,Less than 25,F,African-American,Male,1,1
817,Less than 25,F,African-American,Female,0,0
818,Greater than 45,F,Caucasian,Male,8,0
819,Greater than 45,F,African-American,Male,7,0
820,25 - 45,F,Caucasian,Male,3,0
821,Less than 25,F,Caucasian,Female,2,0
822,Less than 25,F,Hispanic,Male,0,1
823,Greater than 45,M,Caucasian,Male,3,1
824,25 - 45,M,Caucasian,Male,4,0
825,Greater than 45,M,Caucasian,Male,1,0
826,25 - 45,F,Other,Male,1,0
827,Less than 25,M,Caucasian,Female,0,0
828,25 - 45,F,Caucasian,Female,1,0
829,25 - 45,M,African-American,Male,0,1
830,25 - 45,F,African-American,Male,16,1
831,Less than 25,F,African-American,Male,0,0
832,25 - 45,M,African-American,Male,12,1
833,25 - 45,M,Caucasian,Male,0,0
834,25 - 45,M,Caucasian,Female,0,0
835,25 - 45,F,African-American,Male,9,1
836,25 - 45,F,African-American,Male,5,1
837,25 - 45,F,African-American,Male,11,1
838,Greater than 45,F,African-American,Male,1,1
839,Greater than 45,F,African-American,Female,1,0
840,25 - 45,M,African-American,Male,1,1
841,Greater than 45,F,African-American,Male,5,0
842,Greater than 45,M,Caucasian,Female,6,0
843,25 - 45,M,Caucasian,Male,0,0
844,Less than 25,F,African-American,Female,0,0
845,25 - 45,F,African-American,Female,14,0
846,Less than 25,M,Other,Male,0,1
847,25 - 45,M,Caucasian,Male,1,1
848,Greater than 45,M,Caucasian,Female,0,0
849,Greater than 45,F,Caucasian,Female,0,0
850,25 - 45,M,Caucasian,Male,0,0
851,Less than 25,F,African-American,Female,0,0
852,25 - 45,M,Caucasian,Male,0,0
853,25 - 45,M,Caucasian,Female,0,0
854,Greater than 45,F,African-American,Male,0,0
855,Less than 25,F,African-American,Male,2,1
856,Less than 25,M,Caucasian,Male,1,0
857,Less than 25,F,African-American,Male,0,1
858,25 - 45,F,African-American,Female,2,0
859,25 - 45,M,Caucasian,Male,3,0
860,Less than 25,F,Hispanic,Male,0,0
861,25 - 45,M,African-American,Male,9,0
862,Less than 25,F,African-American,Male,0,0
863,25 - 45,F,African-American,Male,9,1
864,25 - 45,F,Native American,Male,7,0
865,Greater than 45,F,African-American,Male,3,0
866,Less than 25,F,Hispanic,Female,0,0
867,Less than 25,F,African-American,Male,0,1
868,Greater than 45,M,African-American,Male,4,0
869,Less than 25,M,African-American,Female,0,0
870,25 - 45,M,Caucasian,Male,0,0
871,25 - 45,F,African-American,Male,4,1
872,25 - 45,F,Caucasian,Female,2,1
873,25 - 45,M,Other,Male,1,1
874,25 - 45,M,Hispanic,Male,0,0
875,25 - 45,M,Native American,Male,0,0
876,25 - 45,F,African-American,Female,6,1
877,Less than 25,F,Other,Male,5,0
878,Greater than 45,F,African-American,Male,3,0
879,25 - 45,M,Caucasian,Female,3,0
880,25 - 45,F,Hispanic,Male,0,0
881,25 - 45,F,Caucasian,Female,0,0
882,Less than 25,F,Asian,Male,0,0
883,25 - 45,F,Caucasian,Male,0,0
884,25 - 45,M,Caucasian,Female,1,0
885,Greater than 45,F,Caucasian,Male,8,1
886,25 - 45,F,African-American,Female,1,0
887,25 - 45,M,African-American,Male,0,0
888,25 - 45,F,African-American,Male,4,1
889,25 - 45,F,Caucasian,Male,0,0
890,25 - 45,F,African-American,Male,3,0
891,25 - 45,M,African-American,Female,0,0
892,Less than 25,F,Caucasian,Male,1,1
893,25 - 45,F,African-American,Male,1,1
894,25 - 45,M,African-American,Male,0,1
895,25 - 45,M,African-American,Male,1,0
896,25 - 45,F,Caucasian,Male,0,0
897,25 - 45,M,Hispanic,Male,0,0
898,Less than 25,M,African-American,Male,0,0
899,Greater than 45,M,Caucasian,Male,0,0
900,Less than 25,F,African-American,Male,0,0
901,25 - 45,F,African-American,Female,2,1
902,25 - 45,M,African-American,Male,0,0
903,25 - 45,M,Caucasian,Female,1,0
904,Less than 25,M,African-American,Male,2,1
905,Less than 25,F,African-American,Male,0,0
906,Less than 25,F,Other,Male,8,1
907,25 - 45,M,Hispanic,Male,0,0
908,25 - 45,F,Other,Male,1,0
909,Greater than 45,F,African-American,Male,12,0
910,25 - 45,M,African-American,Male,6,0
911,Less than 25,M,Caucasian,Male,4,0
912,25 - 45,M,African-American,Male,0,1
913,25 - 45,F,African-American,Male,4,1
914,Less than 25,F,Caucasian,Male,1,1
915,25 - 45,M,Hispanic,Male,0,0
916,25 - 45,F,Caucasian,Female,0,1
917,25 - 45,F,African-American,Male,1,0
918,25 - 45,F,Other,Male,0,0
919,25 - 45,M,Caucasian,Male,3,0
920,Less than 25,M,Caucasian,Male,0,1
921,Greater than 45,M,Caucasian,Male,0,0
922,Greater than 45,F,Caucasian,Male,3,1
923,Less than 25,F,African-American,Male,0,0
924,Less than 25,F,African-American,Male,0,0
925,25 - 45,F,African-American,Male,4,1
926,Greater than 45,F,Caucasian,Male,2,0
927,25 - 45,F,Caucasian,Female,0,1
928,25 - 45,M,Caucasian,Male,9,1
929,25 - 45,M,Other,Male,0,0
930,Greater than 45,M,Caucasian,Female,5,0
931,25 - 45,F,African-American,Male,4,1
932,Less than 25,F,Hispanic,Male,4,0
933,Greater than 45,M,Caucasian,Female,1,0
934,25 - 45,M,Caucasian,Male,0,0
935,25 - 45,M,Caucasian,Female,1,0
936,25 - 45,M,African-American,Male,0,0
937,25 - 45,M,Caucasian,Male,2,0
938,Less than 25,F,African-American,Male,0,1
939,25 - 45,F,African-American,Male,0,0
940,Greater than 45,F,Caucasian,Male,4,0
941,Greater than 45,F,Hispanic,Male,1,0
942,Less than 25,F,African-American,Male,1,0
943,Less than 25,M,African-American,Male,0,0
944,25 - 45,M,Caucasian,Male,1,1
945,Greater than 45,F,Hispanic,Male,1,0
946,25 - 45,M,Caucasian,Male,0,0
947,25 - 45,F,Caucasian,Male,2,1
948,Less than 25,F,Hispanic,Male,0,0
949,25 - 45,F,African-American,Female,1,0
950,25 - 45,F,Other,Male,0,0
951,25 - 45,F,African-American,Male,2,0
952,Greater than 45,M,Caucasian,Male,0,0
953,25 - 45,F,African-American,Male,1,0
954,25 - 45,F,Asian,Male,2,0
955,Greater than 45,M,Asian,Male,0,0
956,25 - 45,F,African-American,Male,0,0
957,Greater than 45,M,Caucasian,Male,4,0
958,25 - 45,F,Caucasian,Male,0,1
959,Greater than 45,F,Caucasian,Male,7,1
960,25 - 45,M,African-American,Male,0,0
961,Greater than 45,M,Caucasian,Male,12,0
962,Less than 25,F,African-American,Male,0,1
963,25 - 45,M,African-American,Male,4,1
964,25 - 45,M,African-American,Male,0,0
965,25 - 45,M,Caucasian,Male,0,0
966,25 - 45,M,Hispanic,Male,11,0
967,Greater than 45,M,Other,Male,0,0
968,Greater than 45,F,Caucasian,Female,5,0
969,25 - 45,F,African-American,Male,4,1
970,25 - 45,F,African-American,Male,0,1
971,25 - 45,F,African-American,Male,2,0
972,25 - 45,F,Caucasian,Male,2,0
973,25 - 45,F,African-American,Male,0,1
974,25 - 45,M,African-American,Male,0,0
975,25 - 45,F,Other,Male,4,0
976,25 - 45,F,Hispanic,Male,3,0
977,Greater than 45,F,African-American,Female,4,0
978,25 - 45,M,Other,Male,0,0
979,Less than 25,M,Caucasian,Female,1,0
980,Less than 25,F,African-American,Male,2,1
981,25 - 45,F,Caucasian,Male,0,1
982,25 - 45,F,Caucasian,Male,2,0
983,Less than 25,M,African-American,Male,0,0
984,25 - 45,F,Caucasian,Male,0,0
985,Less than 25,F,African-American,Male,6,0
986,25 - 45,F,African-American,Male,6,0
987,25 - 45,F,African-American,Male,15,1
988,25 - 45,F,Hispanic,Male,0,0
989,25 - 45,F,African-American,Male,1,1
990,Greater than 45,F,African-American,Male,1,0
991,Less than 25,F,Hispanic,Male,1,0
992,Greater than 45,F,African-American,Male,8,1
993,25 - 45,M,Caucasian,Male,2,0
994,25 - 45,F,Caucasian,Male,6,0
995,Less than 25,F,African-American,Male,0,0
996,25 - 45,M,African-American,Male,2,0
997,25 - 45,M,African-American,Male,11,1
998,Greater than 45,M,Other,Male,0,0
999,Less than 25,M,Caucasian,Female,0,0
1000,25 - 45,F,African-American,Male,7,1
1001,25 - 45,M,African-American,Male,1,0
1002,25 - 45,M,African-American,Male,3,0
1003,Less than 25,F,African-American,Male,2,1
1004,Less than 25,M,African-American,Male,1,1
1005,25 - 45,F,African-American,Male,0,0
1006,Less than 25,M,African-American,Female,0,0
1007,25 - 45,M,Caucasian,Female,0,0
1008,25 - 45,M,African-American,Male,1,0
1009,Greater than 45,F,Caucasian,Male,0,0
1010,Greater than 45,M,Caucasian,Female,0,0
1011,25 - 45,F,African-American,Female,1,0
1012,25 - 45,M,Caucasian,Male,0,0
1013,25 - 45,F,African-American,Male,2,1
1014,Greater than 45,F,Hispanic,Male,1,0
1015,Less than 25,F,African-American,Male,0,1
1016,Less than 25,F,Hispanic,Male,0,0
1017,25 - 45,F,Caucasian,Male,0,0
1018,Less than 25,F,African-American,Male,3,0
1019,25 - 45,M,African-American,Male,0,0
1020,25 - 45,M,Caucasian,Male,0,0
1021,25 - 45,F,African-American,Male,2,0
1022,25 - 45,F,African-American,Female,4,0
1023,25 - 45,M,Caucasian,Male,1,1
1024,25 - 45,M,Caucasian,Male,7,0
1025,Less than 25,F,African-American,Male,0,0
1026,Greater than 45,M,Caucasian,Male,2,1
1027,25 - 45,F,African-American,Male,0,0
1028,Greater than 45,F,Other,Male,4,1
1029,Less than 25,F,Other,Male,5,1
1030,Less than 25,M,African-American,Male,1,0
1031,25 - 45,F,African-American,Male,19,1
1032,Greater than 45,F,Caucasian,Female,1,0
1033,25 - 45,F,Caucasian,Male,0,1
1034,25 - 45,F,Caucasian,Female,0,1
1035,25 - 45,F,African-American,Male,0,0
1036,25 - 45,F,African-American,Male,0,1
1037,25 - 45,M,Caucasian,Male,2,1
1038,25 - 45,F,African-American,Female,2,0
1039,Less than 25,F,African-American,Male,3,1
1040,Less than 25,F,Other,Male,0,0
1041,Greater than 45,F,Caucasian,Male,1,1
1042,Greater than 45,M,Caucasian,Male,2,0
1043,25 - 45,M,Caucasian,Male,0,0
1044,25 - 45,M,African-American,Female,0,0
1045,25 - 45,F,Caucasian,Male,0,0
1046,Greater than 45,M,African-American,Male,0,1
1047,25 - 45,F,African-American,Female,8,1
1048,25 - 45,M,Hispanic,Male,0,0
1049,25 - 45,F,Caucasian,Male,1,0
1050,Less than 25,F,African-American,Male,1,0
1051,Less than 25,F,African-American,Male,1,0
1052,25 - 45,M,Caucasian,Male,1,1
1053,Greater than 45,M,African-American,Male,9,0
1054,25 - 45,F,Other,Male,1,1
1055,25 - 45,F,African-American,Male,20,1
1056,25 - 45,F,African-American,Female,1,1
1057,25 - 45,M,African-American,Male,0,0
1058,25 - 45,F,Caucasian,Male,1,1
1059,Less than 25,M,African-American,Male,0,1
1060,25 - 45,F,Caucasian,Female,6,1
1061,25 - 45,M,African-American,Female,2,0
1062,25 - 45,F,African-American,Male,8,1
1063,Greater than 45,M,African-American,Male,4,0
1064,Greater than 45,F,Caucasian,Male,1,0
1065,Greater than 45,F,Caucasian,Female,2,0
1066,Less than 25,M,African-American,Female,0,0
1067,25 - 45,M,African-American,Male,2,0
1068,Greater than 45,F,African-American,Male,9,1
1069,25 - 45,F,African-American,Male,2,1
1070,25 - 45,F,Hispanic,Male,3,1
1071,Less than 25,F,African-American,Male,3,1
1072,25 - 45,F,African-American,Male,2,0
1073,25 - 45,F,Caucasian,Male,3,0
1074,25 - 45,M,African-American,Female,1,0
1075,Greater than 45,M,African-American,Male,15,1
1076,Greater than 45,M,African-American,Male,3,0
1077,Greater than 45,F,Other,Male,2,0
1078,Less than 25,F,Caucasian,Female,1,0
1079,25 - 45,M,Caucasian,Male,2,1
1080,Less than 25,M,African-American,Male,12,1
1081,Less than 25,F,Caucasian,Male,3,1
1082,Greater than 45,F,Hispanic,Male,3,0
1083,25 - 45,F,Caucasian,Male,6,0
1084,Less than 25,F,African-American,Male,4,0
1085,25 - 45,M,Caucasian,Female,7,0
1086,Greater than 45,F,Caucasian,Female,1,0
1087,Less than 25,F,African-American,Male,1,0
1088,25 - 45,F,African-American,Male,6,1
1089,Less than 25,F,African-American,Female,1,0
1090,25 - 45,F,African-American,Male,15,1
1091,25 - 45,M,Other,Male,1,0
1092,Greater than 45,F,Caucasian,Male,0,0
1093,25 - 45,F,African-American,Male,5,0
1094,Greater than 45,F,African-American,Female,1,0
1095,25 - 45,F,Native American,Male,2,0
1096,25 - 45,F,Caucasian,Female,5,0
1097,25 - 45,M,Other,Male,6,0
1098,25 - 45,M,Caucasian,Male,5,1
1099,Greater than 45,M,Caucasian,Male,0,1
1100,25 - 45,M,African-American,Male,2,0
1101,25 - 45,M,Hispanic,Male,0,1
1102,25 - 45,M,African-American,Male,8,1
1103,25 - 45,M,Caucasian,Male,0,0
1104,25 - 45,F,African-American,Male,7,0
1105,25 - 45,M,Hispanic,Male,2,0
1106,25 - 45,M,African-American,Male,12,1
1107,Less than 25,M,Caucasian,Female,3,1
1108,Greater than 45,M,Caucasian,Male,1,0
1109,25 - 45,F,Caucasian,Male,0,0
1110,25 - 45,F,Caucasian,Male,0,0
1111,Less than 25,F,Caucasian,Male,0,0
1112,25 - 45,F,Caucasian,Male,4,1
1113,25 - 45,M,Caucasian,Female,0,0
1114,Greater than 45,M,Caucasian,Male,1,0
1115,Greater than 45,M,Caucasian,Male,11,0
1116,Less than 25,F,Hispanic,Female,0,1
1117,25 - 45,F,African-American,Male,3,0
1118,25 - 45,F,Other,Male,2,1
1119,Greater than 45,M,Caucasian,Male,0,0
1120,Less than 25,F,Caucasian,Male,0,1
1121,Less than 25,F,African-American,Female,0,1
1122,25 - 45,M,African-American,Male,7,1
1123,25 - 45,F,African-American,Male,15,0
1124,Less than 25,M,Hispanic,Male,0,1
1125,25 - 45,F,African-American,Male,12,0
1126,Greater than 45,F,African-American,Male,14,1
1127,Less than 25,M,Asian,Male,0,0
1128,25 - 45,F,African-American,Male,14,1
1129,Greater than 45,F,Caucasian,Male,0,0
1130,25 - 45,F,Hispanic,Male,1,1
1131,25 - 45,F,African-American,Male,4,1
1132,Greater than 45,M,Hispanic,Male,0,0
1133,25 - 45,F,African-American,Female,11,0
1134,Greater than 45,F,Caucasian,Male,3,0
1135,Less than 25,M,African-American,Female,2,1
1136,Greater than 45,F,African-American,Male,3,0
1137,Greater than 45,M,African-American,Male,0,0
1138,Greater than 45,M,Caucasian,Male,0,0
1139,Less than 25,F,African-American,Male,0,1
